x_m,y_m,potential_V,Ex_V_m,Ey_V_m,E_mag_V_m,domain_id,cell_area_m2
8.749999999999999e-07,3.9374999999999995e-05,287.82323041617235,142014.23738643984,-8543993.564183088,8545173.729563517,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.0249999999999996e-05,295.3800076450406,170247.07875087796,-8729027.401855834,8730687.45576047,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.1125e-05,303.09885210109667,201981.37255455746,-8913419.571432201,8915707.763899041,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.199999999999999e-05,310.9763846517877,237144.1128472662,-9090554.588465298,9093647.236182278,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.287499999999999e-05,319.00300400377427,275527.86427907494,-9252858.725860799,9256960.095232803,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.374999999999999e-05,327.16214839084887,316774.8109134025,-9392044.752591146,9397385.323349474,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.4624999999999994e-05,335.42981249069976,360366.319243514,-9499449.776690733,9506282.656428576,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.5499999999999995e-05,343.77439768822103,405619.7031405778,-9566457.085944729,9575052.40303143,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.6374999999999996e-05,352.15696196327684,451693.62266338896,-9584983.99244642,9595621.1505149,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.7249999999999997e-05,360.53191609466506,497603.12550202257,-9548009.020811977,9560966.746726831,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.812499999999999e-05,368.8481861461325,542244.7624164441,-9450104.291172983,9465648.445638265,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.899999999999999e-05,377.05082979414726,584431.5078982438,-9287933.61085498,9306302.753890712,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.987499999999999e-05,385.0830582464763,622936.4435967115,-9060674.474232001,9082063.187445916,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.0749999999999994e-05,392.88857923363355,656543.3785044294,-8770323.52422472,8794863.496804686,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.1624999999999994e-05,400.41414320516174,684101.8593707784,-8421850.360894078,8449589.271395756,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.2499999999999995e-05,407.6121478961163,704583.4422000438,-8023173.786544928,8054052.112826446,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.337499999999999e-05,414.4431390236994,717135.7196478267,-7584947.097102932,7618773.267806635,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.424999999999999e-05,420.8780395304007,721130.4836814975,-7120153.882891218,7156578.82584588,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.512499999999999e-05,426.8999479884571,716202.57999753,-6643531.657318779,6682025.068599483,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.599999999999999e-05,432.50536873119364,702276.4849331967,-6170855.943477623,6210688.797262606,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.687499999999999e-05,437.7047708048044,679578.3815852805,-5718130.626409608,5758371.7001771955,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.7749999999999994e-05,442.52241742261646,648632.4751799855,-5300739.9774814155,5340277.932535702,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.8624999999999995e-05,446.9954586013667,610241.3895357,-4932622.656661834,4970227.442131407,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.949999999999999e-05,451.1723326316155,565451.6309299651,-4625527.551070482,4659961.445402037,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.037499999999999e-05,455.1105722248211,515506.19004243135,-4388405.432163909,4418579.960690739,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.125e-05,458.87415401767845,461787.27815971954,-4226979.6167405695,4252129.368988015,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.212499999999999e-05,462.5305617158653,405752.87657733774,-4143524.144406231,4163343.3358453843,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.299999999999999e-05,466.1477507494412,348871.1581669389,-4136860.901155971,4151545.3990669227,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.3875e-05,469.79120451970726,292556.88777145307,-4202569.337028842,4212740.030564141,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.474999999999999e-05,473.52125930384585,238113.62693494264,-4333385.702045602,4339922.780652367,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.5625e-05,477.39084829235867,186684.9939707117,-4519754.656314894,4523608.453464337,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.649999999999999e-05,481.4437779697991,139217.42527343778,-4750485.956401049,4752525.466892666,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.737499999999998e-05,485.71360591983455,96435.93036679682,-5013463.470413852,5014390.876052625,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.824999999999999e-05,490.2231424079119,58833.32362772622,-5296353.281307416,5296680.039457256,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.912499999999999e-05,494.9845530194673,26672.441778615383,-5587261.818689578,5587325.482709667,gas_gap,7.656249999999998e-13
8.749999999999999e-07,7e-05,500.0,0.0,-5875303.062835022,5875303.062835022,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,0.0,0.0,0.0,-7142857.149402422,7142857.149402422,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,8.749999999999999e-07,6.250000010264539,0.0004435295144030432,-7142857.161378747,7142857.161378747,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.7499999999999998e-06,12.50000003645593,0.0015752562599988843,-7142857.187422952,7142857.187422952,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.6249999999999994e-06,18.75000009621699,0.004157524212304934,-7142857.241136594,7142857.241136594,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,3.4999999999999995e-06,25.000000223652915,0.009664014915383167,-7142857.347644289,7142857.347644289,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,4.375e-06,31.25000048290139,0.020866109673828123,-7142857.552332762,7142857.552332762,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,5.249999999999999e-06,37.50000099174811,0.04285331344636929,-7142857.935554001,7142857.935554001,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,6.124999999999999e-06,43.75000196198436,0.0847771019083724,-7142858.636937768,7142858.636937769,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,6.999999999999999e-06,50.000003767197256,0.16278012869099406,-7142859.894924423,7142859.894924425,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,7.874999999999998e-06,56.25000705477202,0.30483582823114397,-7142862.110000881,7142862.110000888,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,8.75e-06,62.50001292800235,0.5586173857424064,-7142865.944233653,7142865.944233675,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,9.624999999999998e-06,68.75002323760816,1.0040941801813834,-7142872.475453101,7142872.475453172,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.0499999999999998e-05,75.00004104129751,1.7733893990111027,-7142883.432334299,7142883.432334519,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.1374999999999999e-05,81.25007131737728,3.081615066958438,-7142901.547171968,7142901.547172633,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.2249999999999998e-05,87.50012205637667,5.274040967491982,-7142931.076890567,7142931.076892515,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.3124999999999999e-05,93.75020590619879,8.89718142878639,-7142978.56021344,7142978.5602189815,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.3999999999999998e-05,100.00034261476476,14.804341687398605,-7143053.900173975,7143053.900189317,gas_gap,7.656249999999998e-13
